,RGIId,Farinotti Mean Thickness
28833,RGI60-14.03697,
28834,RGI60-14.03698,
28835,RGI60-14.03699,
28836,RGI60-14.03700,
28837,RGI60-14.03701,
28838,RGI60-14.03702,
28839,RGI60-14.03703,
28840,RGI60-14.03704,
28841,RGI60-14.03705,
28842,RGI60-14.03706,
28843,RGI60-14.03707,
28844,RGI60-14.03708,
28845,RGI60-14.03709,
28846,RGI60-14.03710,
28847,RGI60-14.03711,
28848,RGI60-14.03712,
28849,RGI60-14.03713,
28850,RGI60-14.03714,
28851,RGI60-14.03715,
28852,RGI60-14.03716,
28853,RGI60-14.03717,
28854,RGI60-14.03718,
28855,RGI60-14.03719,
28856,RGI60-14.03720,
28857,RGI60-14.03721,
28858,RGI60-14.03722,
28859,RGI60-14.03723,
28860,RGI60-14.03724,
28861,RGI60-14.03725,
28862,RGI60-14.03726,
28863,RGI60-14.03727,
28864,RGI60-14.03728,
28865,RGI60-14.03729,
28866,RGI60-14.03730,
28867,RGI60-14.03731,
28868,RGI60-14.03732,
28869,RGI60-14.03733,
28870,RGI60-14.03734,
28871,RGI60-14.03735,
28872,RGI60-14.03736,
28873,RGI60-14.03737,
28874,RGI60-14.03738,
28875,RGI60-14.03739,
28876,RGI60-14.03740,
28877,RGI60-14.03741,
28878,RGI60-14.03742,
28879,RGI60-14.03743,
28880,RGI60-14.03744,
28881,RGI60-14.03745,
28882,RGI60-14.03746,
28883,RGI60-14.03747,
28884,RGI60-14.03748,
28885,RGI60-14.03749,
28886,RGI60-14.03750,
28887,RGI60-14.03751,
28888,RGI60-14.03752,
28889,RGI60-14.03753,
28890,RGI60-14.03754,
28891,RGI60-14.03755,
28892,RGI60-14.03756,
28893,RGI60-14.03757,
28894,RGI60-14.03758,
28895,RGI60-14.03759,
28896,RGI60-14.03760,
28897,RGI60-14.03761,
28898,RGI60-14.03762,
28899,RGI60-14.03763,
28900,RGI60-14.03764,
28901,RGI60-14.03765,
28902,RGI60-14.03766,
28903,RGI60-14.03767,
28904,RGI60-14.03768,
28905,RGI60-14.03769,
28906,RGI60-14.03770,
28907,RGI60-14.03771,
28908,RGI60-14.03772,
28909,RGI60-14.03773,
28910,RGI60-14.03774,
28911,RGI60-14.03775,
28912,RGI60-14.03776,
28913,RGI60-14.03777,
28914,RGI60-14.03778,
28915,RGI60-14.03779,
28916,RGI60-14.03780,
28917,RGI60-14.03781,
28918,RGI60-14.03782,
28919,RGI60-14.03783,
28920,RGI60-14.03784,
28921,RGI60-14.03785,
28922,RGI60-14.03786,
28923,RGI60-14.03787,
28924,RGI60-14.03788,
28925,RGI60-14.03789,
28926,RGI60-14.03790,
28927,RGI60-14.03791,
28928,RGI60-14.03792,
28929,RGI60-14.03793,
28930,RGI60-14.03794,
28931,RGI60-14.03795,
28932,RGI60-14.03796,
28933,RGI60-14.03797,
28934,RGI60-14.03798,
28935,RGI60-14.03799,
28936,RGI60-14.03800,
28937,RGI60-14.03801,
28938,RGI60-14.03802,
28939,RGI60-14.03803,
28940,RGI60-14.03804,
28941,RGI60-14.03805,
28942,RGI60-14.03806,
28943,RGI60-14.03807,
28944,RGI60-14.03808,
28945,RGI60-14.03809,
28946,RGI60-14.03810,
28947,RGI60-14.03811,
28948,RGI60-14.03812,
28949,RGI60-14.03813,
28950,RGI60-14.03814,
28951,RGI60-14.03815,
28952,RGI60-14.03816,
28953,RGI60-14.03817,
28954,RGI60-14.03818,
28955,RGI60-14.03819,
28956,RGI60-14.03820,
28957,RGI60-14.03821,
28958,RGI60-14.03822,
28959,RGI60-14.03823,
28960,RGI60-14.03824,
28961,RGI60-14.03825,
28962,RGI60-14.03826,
28963,RGI60-14.03827,
28964,RGI60-14.03828,
28965,RGI60-14.03829,
28966,RGI60-14.03830,
28967,RGI60-14.03831,
28968,RGI60-14.03832,
28969,RGI60-14.03833,
28970,RGI60-14.03834,
28971,RGI60-14.03835,
28972,RGI60-14.03836,
28973,RGI60-14.03837,
28974,RGI60-14.03838,
28975,RGI60-14.03839,
28976,RGI60-14.03840,
28977,RGI60-14.03841,
28978,RGI60-14.03842,
28979,RGI60-14.03843,
28980,RGI60-14.03844,
28981,RGI60-14.03845,
28982,RGI60-14.03846,
28983,RGI60-14.03847,
28984,RGI60-14.03848,
28985,RGI60-14.03849,
28986,RGI60-14.03850,
28987,RGI60-14.03851,
28988,RGI60-14.03852,
28989,RGI60-14.03853,
28990,RGI60-14.03854,
28991,RGI60-14.03855,
28992,RGI60-14.03856,
28993,RGI60-14.03857,
28994,RGI60-14.03858,
28995,RGI60-14.03859,
28996,RGI60-14.03860,
28997,RGI60-14.03861,
28998,RGI60-14.03862,
28999,RGI60-14.03863,
29000,RGI60-14.03864,
29001,RGI60-14.03865,
29002,RGI60-14.03866,
29003,RGI60-14.03867,
29004,RGI60-14.03868,
29005,RGI60-14.03869,
29006,RGI60-14.03870,
29007,RGI60-14.03871,
29008,RGI60-14.03872,
29009,RGI60-14.03873,
29010,RGI60-14.03874,
29011,RGI60-14.03875,
29012,RGI60-14.03876,
29013,RGI60-14.03877,
29014,RGI60-14.03878,
29015,RGI60-14.03879,
29016,RGI60-14.03880,
29017,RGI60-14.03881,
29018,RGI60-14.03882,
29019,RGI60-14.03883,
29020,RGI60-14.03884,
29021,RGI60-14.03885,
29022,RGI60-14.03886,
29023,RGI60-14.03887,
29024,RGI60-14.03888,
29025,RGI60-14.03889,
29026,RGI60-14.03890,
29027,RGI60-14.03891,
29028,RGI60-14.03892,
29029,RGI60-14.03893,
29030,RGI60-14.03894,
29031,RGI60-14.03895,
29032,RGI60-14.03896,
29033,RGI60-14.03897,
29034,RGI60-14.03898,
29035,RGI60-14.03899,
29036,RGI60-14.03900,
29037,RGI60-14.03901,
29038,RGI60-14.03902,
29039,RGI60-14.03903,
29040,RGI60-14.03904,
29041,RGI60-14.03905,
29042,RGI60-14.03906,
29043,RGI60-14.03907,
29044,RGI60-14.03908,
29045,RGI60-14.03909,
29046,RGI60-14.03910,
29047,RGI60-14.03911,
29048,RGI60-14.03912,
29049,RGI60-14.03913,
29050,RGI60-14.03914,
29051,RGI60-14.03915,
29052,RGI60-14.03916,
29053,RGI60-14.03917,
29054,RGI60-14.03918,
29055,RGI60-14.03919,
29056,RGI60-14.03920,
29057,RGI60-14.03921,
29058,RGI60-14.03922,
29059,RGI60-14.03923,
29060,RGI60-14.03924,
29061,RGI60-14.03925,
29062,RGI60-14.03926,
29063,RGI60-14.03927,
29064,RGI60-14.03928,
29065,RGI60-14.03929,
29066,RGI60-14.03930,
29067,RGI60-14.03931,
29068,RGI60-14.03932,
29069,RGI60-14.03933,
29070,RGI60-14.03934,
29071,RGI60-14.03935,
29072,RGI60-14.03936,
29073,RGI60-14.03937,
29074,RGI60-14.03938,
29075,RGI60-14.03939,
29076,RGI60-14.03940,
29077,RGI60-14.03941,
29078,RGI60-14.03942,
29079,RGI60-14.03943,
29080,RGI60-14.03944,
29081,RGI60-14.03945,
29082,RGI60-14.03946,
29083,RGI60-14.03947,
29084,RGI60-14.03948,
29085,RGI60-14.03949,
29086,RGI60-14.03950,
29087,RGI60-14.03951,
29088,RGI60-14.03952,
29089,RGI60-14.03953,
29090,RGI60-14.03954,
29091,RGI60-14.03955,
29092,RGI60-14.03956,
29093,RGI60-14.03957,
29094,RGI60-14.03958,
29095,RGI60-14.03959,
29096,RGI60-14.03960,
29097,RGI60-14.03961,
29098,RGI60-14.03962,
29099,RGI60-14.03963,
29100,RGI60-14.03964,
29101,RGI60-14.03965,
29102,RGI60-14.03966,
29103,RGI60-14.03967,
29104,RGI60-14.03968,
29105,RGI60-14.03969,
29106,RGI60-14.03970,
29107,RGI60-14.03971,
29108,RGI60-14.03972,
29109,RGI60-14.03973,
29110,RGI60-14.03974,
29111,RGI60-14.03975,
29112,RGI60-14.03976,
29113,RGI60-14.03977,
29114,RGI60-14.03978,
29115,RGI60-14.03979,
29116,RGI60-14.03980,
29117,RGI60-14.03981,
29118,RGI60-14.03982,
29119,RGI60-14.03983,
29120,RGI60-14.03984,
29121,RGI60-14.03985,
29122,RGI60-14.03986,
29123,RGI60-14.03987,
29124,RGI60-14.03988,
29125,RGI60-14.03989,
29126,RGI60-14.03990,
29127,RGI60-14.03991,
29128,RGI60-14.03992,
29129,RGI60-14.03993,
29130,RGI60-14.03994,
29131,RGI60-14.03995,
29132,RGI60-14.03996,
29133,RGI60-14.03997,
29134,RGI60-14.03998,
29135,RGI60-14.03999,
29136,RGI60-14.04000,
29137,RGI60-14.04001,
29138,RGI60-14.04002,
29139,RGI60-14.04003,
29140,RGI60-14.04004,
29141,RGI60-14.04005,
29142,RGI60-14.04006,
29143,RGI60-14.04007,
29144,RGI60-14.04008,
29145,RGI60-14.04009,
29146,RGI60-14.04010,
29147,RGI60-14.04011,
29148,RGI60-14.04012,
29149,RGI60-14.04013,
29150,RGI60-14.04014,
29151,RGI60-14.04015,
29152,RGI60-14.04016,
29153,RGI60-14.04017,
29154,RGI60-14.04018,
29155,RGI60-14.04019,
29156,RGI60-14.04020,
29157,RGI60-14.04021,
29158,RGI60-14.04022,
29159,RGI60-14.04023,
29160,RGI60-14.04024,
29161,RGI60-14.04025,
29162,RGI60-14.04026,
29163,RGI60-14.04027,
29164,RGI60-14.04028,
29165,RGI60-14.04029,
29166,RGI60-14.04030,
29167,RGI60-14.04031,
29168,RGI60-14.04032,
29169,RGI60-14.04033,
29170,RGI60-14.04034,
29171,RGI60-14.04035,
29172,RGI60-14.04036,
29173,RGI60-14.04037,
29174,RGI60-14.04038,
29175,RGI60-14.04039,
29176,RGI60-14.04040,
29177,RGI60-14.04041,
29178,RGI60-14.04042,
29179,RGI60-14.04043,
29180,RGI60-14.04044,
29181,RGI60-14.04045,
29182,RGI60-14.04046,
29183,RGI60-14.04047,
29184,RGI60-14.04048,
29185,RGI60-14.04049,
29186,RGI60-14.04050,
29187,RGI60-14.04051,
29188,RGI60-14.04052,
29189,RGI60-14.04053,
29190,RGI60-14.04054,
29191,RGI60-14.04055,
29192,RGI60-14.04056,
29193,RGI60-14.04057,
29194,RGI60-14.04058,
29195,RGI60-14.04059,
29196,RGI60-14.04060,
29197,RGI60-14.04061,
29198,RGI60-14.04062,
29199,RGI60-14.04063,
29200,RGI60-14.04064,
29201,RGI60-14.04065,
29202,RGI60-14.04066,
29203,RGI60-14.04067,
29204,RGI60-14.04068,
29205,RGI60-14.04069,
29206,RGI60-14.04070,
29207,RGI60-14.04071,
29208,RGI60-14.04072,
29209,RGI60-14.04073,
29210,RGI60-14.04074,
29211,RGI60-14.04075,
29212,RGI60-14.04076,
29213,RGI60-14.04077,
29214,RGI60-14.04078,
29215,RGI60-14.04079,
29216,RGI60-14.04080,
29217,RGI60-14.04081,
29218,RGI60-14.04082,
29219,RGI60-14.04083,
29220,RGI60-14.04084,
29221,RGI60-14.04085,
29222,RGI60-14.04086,
29223,RGI60-14.04087,
29224,RGI60-14.04088,
29225,RGI60-14.04089,
29226,RGI60-14.04090,
29227,RGI60-14.04091,
29228,RGI60-14.04092,
29229,RGI60-14.04093,
29230,RGI60-14.04094,
29231,RGI60-14.04095,
29232,RGI60-14.04096,
29233,RGI60-14.04097,
29234,RGI60-14.04098,
29235,RGI60-14.04099,
29236,RGI60-14.04100,
29237,RGI60-14.04101,
29238,RGI60-14.04102,
29239,RGI60-14.04103,
29240,RGI60-14.04104,
29241,RGI60-14.04105,
29242,RGI60-14.04106,
29243,RGI60-14.04107,
29244,RGI60-14.04108,
29245,RGI60-14.04109,
29246,RGI60-14.04110,
29247,RGI60-14.04111,
29248,RGI60-14.04112,
29249,RGI60-14.04113,
29250,RGI60-14.04114,
29251,RGI60-14.04115,
29252,RGI60-14.04116,
29253,RGI60-14.04117,
29254,RGI60-14.04118,
29255,RGI60-14.04119,
29256,RGI60-14.04120,
29257,RGI60-14.04121,
29258,RGI60-14.04122,
29259,RGI60-14.04123,
29260,RGI60-14.04124,
29261,RGI60-14.04125,
29262,RGI60-14.04126,
29263,RGI60-14.04127,
29264,RGI60-14.04128,
29265,RGI60-14.04129,
29266,RGI60-14.04130,
29267,RGI60-14.04131,
29268,RGI60-14.04132,
29269,RGI60-14.04133,
29270,RGI60-14.04134,
29271,RGI60-14.04135,
29272,RGI60-14.04136,
29273,RGI60-14.04137,
29274,RGI60-14.04138,
29275,RGI60-14.04139,
29276,RGI60-14.04140,
29277,RGI60-14.04141,
29278,RGI60-14.04142,
29279,RGI60-14.04143,
29280,RGI60-14.04144,
29281,RGI60-14.04145,
29282,RGI60-14.04146,
29283,RGI60-14.04147,
29284,RGI60-14.04148,
29285,RGI60-14.04149,
29286,RGI60-14.04150,
29287,RGI60-14.04151,
29288,RGI60-14.04152,
29289,RGI60-14.04153,
29290,RGI60-14.04154,
29291,RGI60-14.04155,
29292,RGI60-14.04156,
29293,RGI60-14.04157,
29294,RGI60-14.04158,
29295,RGI60-14.04159,
29296,RGI60-14.04160,
29297,RGI60-14.04161,
29298,RGI60-14.04162,
29299,RGI60-14.04163,
29300,RGI60-14.04164,
29301,RGI60-14.04165,
29302,RGI60-14.04166,
29303,RGI60-14.04167,
29304,RGI60-14.04168,
29305,RGI60-14.04169,
29306,RGI60-14.04170,
29307,RGI60-14.04171,
29308,RGI60-14.04172,
29309,RGI60-14.04173,
29310,RGI60-14.04174,
29311,RGI60-14.04175,
29312,RGI60-14.04176,
29313,RGI60-14.04177,
29314,RGI60-14.04178,
29315,RGI60-14.04179,
29316,RGI60-14.04180,
29317,RGI60-14.04181,
29318,RGI60-14.04182,
29319,RGI60-14.04183,
29320,RGI60-14.04184,
29321,RGI60-14.04185,
29322,RGI60-14.04186,
29323,RGI60-14.04187,
29324,RGI60-14.04188,
29325,RGI60-14.04189,
29326,RGI60-14.04190,
29327,RGI60-14.04191,
29328,RGI60-14.04192,
29329,RGI60-14.04193,
29330,RGI60-14.04194,
29331,RGI60-14.04195,
29332,RGI60-14.04196,
29333,RGI60-14.04197,
29334,RGI60-14.04198,
29335,RGI60-14.04199,
29336,RGI60-14.04200,
29337,RGI60-14.04201,
29338,RGI60-14.04202,
29339,RGI60-14.04203,
29340,RGI60-14.04204,
29341,RGI60-14.04205,
29342,RGI60-14.04206,
29343,RGI60-14.04207,
29344,RGI60-14.04208,
29345,RGI60-14.04209,
29346,RGI60-14.04210,
29347,RGI60-14.04211,
29348,RGI60-14.04212,
29349,RGI60-14.04213,
29350,RGI60-14.04214,
29351,RGI60-14.04215,
29352,RGI60-14.04216,
29353,RGI60-14.04217,
29354,RGI60-14.04218,
29355,RGI60-14.04219,
29356,RGI60-14.04220,
29357,RGI60-14.04221,
29358,RGI60-14.04222,
29359,RGI60-14.04223,
29360,RGI60-14.04224,
29361,RGI60-14.04225,
29362,RGI60-14.04226,
29363,RGI60-14.04227,
29364,RGI60-14.04228,
29365,RGI60-14.04229,
29366,RGI60-14.04230,
29367,RGI60-14.04231,
29368,RGI60-14.04232,
29369,RGI60-14.04233,
29370,RGI60-14.04234,
29371,RGI60-14.04235,
29372,RGI60-14.04236,
29373,RGI60-14.04237,
29374,RGI60-14.04238,
29375,RGI60-14.04239,
29376,RGI60-14.04240,
29377,RGI60-14.04241,
29378,RGI60-14.04242,
29379,RGI60-14.04243,
29380,RGI60-14.04244,
29381,RGI60-14.04245,
29382,RGI60-14.04246,
29383,RGI60-14.04247,
29384,RGI60-14.04248,
29385,RGI60-14.04249,
29386,RGI60-14.04250,
29387,RGI60-14.04251,
29388,RGI60-14.04252,
29389,RGI60-14.04253,
29390,RGI60-14.04254,
29391,RGI60-14.04255,
29392,RGI60-14.04256,
29393,RGI60-14.04257,
29394,RGI60-14.04258,
29395,RGI60-14.04259,
29396,RGI60-14.04260,
29397,RGI60-14.04261,
29398,RGI60-14.04262,
29399,RGI60-14.04263,
29400,RGI60-14.04264,
29401,RGI60-14.04265,
29402,RGI60-14.04266,
29403,RGI60-14.04267,
29404,RGI60-14.04268,
29405,RGI60-14.04269,
29406,RGI60-14.04270,
29407,RGI60-14.04271,
29408,RGI60-14.04272,
29409,RGI60-14.04273,
29410,RGI60-14.04274,
29411,RGI60-14.04275,
29412,RGI60-14.04276,
29413,RGI60-14.04277,
29414,RGI60-14.04278,
29415,RGI60-14.04279,
29416,RGI60-14.04280,
29417,RGI60-14.04281,
29418,RGI60-14.04282,
29419,RGI60-14.04283,
29420,RGI60-14.04284,
29421,RGI60-14.04285,
29422,RGI60-14.04286,
29423,RGI60-14.04287,
29424,RGI60-14.04288,
29425,RGI60-14.04289,
29426,RGI60-14.04290,
29427,RGI60-14.04291,
29428,RGI60-14.04292,
29429,RGI60-14.04293,
29430,RGI60-14.04294,
29431,RGI60-14.04295,
29432,RGI60-14.04296,
29433,RGI60-14.04297,
29434,RGI60-14.04298,
29435,RGI60-14.04299,
29436,RGI60-14.04300,
29437,RGI60-14.04301,
29438,RGI60-14.04302,
29439,RGI60-14.04303,
29440,RGI60-14.04304,
29441,RGI60-14.04305,
29442,RGI60-14.04306,
29443,RGI60-14.04307,
29444,RGI60-14.04308,
29445,RGI60-14.04309,
29446,RGI60-14.04310,
29447,RGI60-14.04311,
29448,RGI60-14.04312,
29449,RGI60-14.04313,
29450,RGI60-14.04314,
29451,RGI60-14.04315,
29452,RGI60-14.04316,
29453,RGI60-14.04317,
29454,RGI60-14.04318,
29455,RGI60-14.04319,
29456,RGI60-14.04320,
29457,RGI60-14.04321,
29458,RGI60-14.04322,
29459,RGI60-14.04323,
29460,RGI60-14.04324,
29461,RGI60-14.04325,
29462,RGI60-14.04326,
29463,RGI60-14.04327,
29464,RGI60-14.04328,
29465,RGI60-14.04329,
29466,RGI60-14.04330,
29467,RGI60-14.04331,
29468,RGI60-14.04332,
29469,RGI60-14.04333,
29470,RGI60-14.04334,
29471,RGI60-14.04335,
29472,RGI60-14.04336,
29473,RGI60-14.04337,
29474,RGI60-14.04338,
29475,RGI60-14.04339,
29476,RGI60-14.04340,
29477,RGI60-14.04341,
29478,RGI60-14.04342,
29479,RGI60-14.04343,
29480,RGI60-14.04344,
29481,RGI60-14.04345,
29482,RGI60-14.04346,
29483,RGI60-14.04347,
29484,RGI60-14.04348,
29485,RGI60-14.04349,
29486,RGI60-14.04350,
29487,RGI60-14.04351,
29488,RGI60-14.04352,
29489,RGI60-14.04353,
29490,RGI60-14.04354,
29491,RGI60-14.04355,
29492,RGI60-14.04356,
29493,RGI60-14.04357,
29494,RGI60-14.04358,
29495,RGI60-14.04359,
29496,RGI60-14.04360,
29497,RGI60-14.04361,
29498,RGI60-14.04362,
29499,RGI60-14.04363,
29500,RGI60-14.04364,
29501,RGI60-14.04365,
29502,RGI60-14.04366,
29503,RGI60-14.04367,
29504,RGI60-14.04368,
29505,RGI60-14.04369,
29506,RGI60-14.04370,
29507,RGI60-14.04371,
29508,RGI60-14.04372,
29509,RGI60-14.04373,
29510,RGI60-14.04374,
29511,RGI60-14.04375,
29512,RGI60-14.04376,
29513,RGI60-14.04377,
29514,RGI60-14.04378,
29515,RGI60-14.04379,
29516,RGI60-14.04380,
29517,RGI60-14.04381,
29518,RGI60-14.04382,
29519,RGI60-14.04383,
29520,RGI60-14.04384,
29521,RGI60-14.04385,
29522,RGI60-14.04386,
29523,RGI60-14.04387,
29524,RGI60-14.04388,
29525,RGI60-14.04389,
29526,RGI60-14.04390,
29527,RGI60-14.04391,
29528,RGI60-14.04392,
29529,RGI60-14.04393,
29530,RGI60-14.04394,
29531,RGI60-14.04395,
29532,RGI60-14.04396,
29533,RGI60-14.04397,
29534,RGI60-14.04398,
29535,RGI60-14.04399,
29536,RGI60-14.04400,
29537,RGI60-14.04401,
29538,RGI60-14.04402,
29539,RGI60-14.04403,
29540,RGI60-14.04404,
29541,RGI60-14.04405,
29542,RGI60-14.04406,
29543,RGI60-14.04407,
29544,RGI60-14.04408,
29545,RGI60-14.04409,
29546,RGI60-14.04410,
29547,RGI60-14.04411,
29548,RGI60-14.04412,
29549,RGI60-14.04413,
29550,RGI60-14.04414,
29551,RGI60-14.04415,
29552,RGI60-14.04416,
29553,RGI60-14.04417,
29554,RGI60-14.04418,
29555,RGI60-14.04419,
29556,RGI60-14.04420,
29557,RGI60-14.04421,
29558,RGI60-14.04422,
29559,RGI60-14.04423,
29560,RGI60-14.04424,
29561,RGI60-14.04425,
29562,RGI60-14.04426,
29563,RGI60-14.04427,
29564,RGI60-14.04428,
29565,RGI60-14.04429,
29566,RGI60-14.04430,
29567,RGI60-14.04431,
29568,RGI60-14.04432,
29569,RGI60-14.04433,
29570,RGI60-14.04434,
29571,RGI60-14.04435,
29572,RGI60-14.04436,
29573,RGI60-14.04437,
29574,RGI60-14.04438,
29575,RGI60-14.04439,
29576,RGI60-14.04440,
29577,RGI60-14.04441,
29578,RGI60-14.04442,
29579,RGI60-14.04443,
29580,RGI60-14.04444,
29581,RGI60-14.04445,
29582,RGI60-14.04446,
29583,RGI60-14.04447,
29584,RGI60-14.04448,
29585,RGI60-14.04449,
29586,RGI60-14.04450,
29587,RGI60-14.04451,
29588,RGI60-14.04452,
29589,RGI60-14.04453,
29590,RGI60-14.04454,
29591,RGI60-14.04455,
29592,RGI60-14.04456,
29593,RGI60-14.04457,
29594,RGI60-14.04458,
29595,RGI60-14.04459,
29596,RGI60-14.04460,
29597,RGI60-14.04461,
29598,RGI60-14.04462,
29599,RGI60-14.04463,
29600,RGI60-14.04464,
29601,RGI60-14.04465,
29602,RGI60-14.04466,
29603,RGI60-14.04467,
29604,RGI60-14.04468,
29605,RGI60-14.04469,
29606,RGI60-14.04470,
29607,RGI60-14.04471,
29608,RGI60-14.04472,
29609,RGI60-14.04473,
29610,RGI60-14.04474,
29611,RGI60-14.04475,
29612,RGI60-14.04476,
29613,RGI60-14.04477,
29614,RGI60-14.04478,
29615,RGI60-14.04479,
29616,RGI60-14.04480,
29617,RGI60-14.04481,
29618,RGI60-14.04482,
29619,RGI60-14.04483,
29620,RGI60-14.04484,
29621,RGI60-14.04485,
29622,RGI60-14.04486,
29623,RGI60-14.04487,
29624,RGI60-14.04488,
29625,RGI60-14.04489,
29626,RGI60-14.04490,
29627,RGI60-14.04491,
29628,RGI60-14.04492,
29629,RGI60-14.04493,
29630,RGI60-14.04494,
29631,RGI60-14.04495,
29632,RGI60-14.04496,
29633,RGI60-14.04497,
29634,RGI60-14.04498,
29635,RGI60-14.04499,
29636,RGI60-14.04500,
29637,RGI60-14.04501,
29638,RGI60-14.04502,
29639,RGI60-14.04503,
29640,RGI60-14.04504,
29641,RGI60-14.04505,
29642,RGI60-14.04506,
29643,RGI60-14.04507,
29644,RGI60-14.04508,
29645,RGI60-14.04509,
29646,RGI60-14.04510,
29647,RGI60-14.04511,
29648,RGI60-14.04512,
29649,RGI60-14.04513,
29650,RGI60-14.04514,
29651,RGI60-14.04515,
29652,RGI60-14.04516,
29653,RGI60-14.04517,
29654,RGI60-14.04518,
29655,RGI60-14.04519,
29656,RGI60-14.04520,
29657,RGI60-14.04521,
29658,RGI60-14.04522,
29659,RGI60-14.04523,
29660,RGI60-14.04524,
29661,RGI60-14.04525,
29662,RGI60-14.04526,
29663,RGI60-14.04527,
29664,RGI60-14.04528,
29665,RGI60-14.04529,
29666,RGI60-14.04530,
29667,RGI60-14.04531,
29668,RGI60-14.04532,
29669,RGI60-14.04533,
29670,RGI60-14.04534,
29671,RGI60-14.04535,
29672,RGI60-14.04536,
29673,RGI60-14.04537,
29674,RGI60-14.04538,
29675,RGI60-14.04539,
29676,RGI60-14.04540,
29677,RGI60-14.04541,
29678,RGI60-14.04542,
29679,RGI60-14.04543,
29680,RGI60-14.04544,
29681,RGI60-14.04545,
29682,RGI60-14.04546,
29683,RGI60-14.04547,
29684,RGI60-14.04548,
29685,RGI60-14.04549,
29686,RGI60-14.04550,
29687,RGI60-14.04551,
29688,RGI60-14.04552,
29689,RGI60-14.04553,
29690,RGI60-14.04554,
29691,RGI60-14.04555,
29692,RGI60-14.04556,
29693,RGI60-14.04557,
29694,RGI60-14.04558,
29695,RGI60-14.04559,
29696,RGI60-14.04560,
29697,RGI60-14.04561,
29698,RGI60-14.04562,
29699,RGI60-14.04563,
29700,RGI60-14.04564,
29701,RGI60-14.04565,
29702,RGI60-14.04566,
29703,RGI60-14.04567,
29704,RGI60-14.04568,
29705,RGI60-14.04569,
29706,RGI60-14.04570,
29707,RGI60-14.04571,
29708,RGI60-14.04572,
29709,RGI60-14.04573,
29710,RGI60-14.04574,
29711,RGI60-14.04575,
29712,RGI60-14.04576,
29713,RGI60-14.04577,
29714,RGI60-14.04578,
29715,RGI60-14.04579,
29716,RGI60-14.04580,
29717,RGI60-14.04581,
29718,RGI60-14.04582,
29719,RGI60-14.04583,
29720,RGI60-14.04584,
29721,RGI60-14.04585,
29722,RGI60-14.04586,
29723,RGI60-14.04587,
29724,RGI60-14.04588,
29725,RGI60-14.04589,
29726,RGI60-14.04590,
29727,RGI60-14.04591,
29728,RGI60-14.04592,
29729,RGI60-14.04593,
29730,RGI60-14.04594,
29731,RGI60-14.04595,
29732,RGI60-14.04596,
29733,RGI60-14.04597,
29734,RGI60-14.04598,
29735,RGI60-14.04599,
29736,RGI60-14.04600,
29737,RGI60-14.04601,
29738,RGI60-14.04602,
29739,RGI60-14.04603,
29740,RGI60-14.04604,
29741,RGI60-14.04605,
29742,RGI60-14.04606,
29743,RGI60-14.04607,
29744,RGI60-14.04608,
29745,RGI60-14.04609,
29746,RGI60-14.04610,
29747,RGI60-14.04611,
29748,RGI60-14.04612,
29749,RGI60-14.04613,
29750,RGI60-14.04614,
29751,RGI60-14.04615,
29752,RGI60-14.04616,
29753,RGI60-14.04617,
29754,RGI60-14.04618,
29755,RGI60-14.04619,
29756,RGI60-14.04620,
29757,RGI60-14.04621,
29758,RGI60-14.04622,
29759,RGI60-14.04623,
29760,RGI60-14.04624,
29761,RGI60-14.04625,
29762,RGI60-14.04626,
29763,RGI60-14.04627,
29764,RGI60-14.04628,
29765,RGI60-14.04629,
29766,RGI60-14.04630,
29767,RGI60-14.04631,
29768,RGI60-14.04632,
29769,RGI60-14.04633,
29770,RGI60-14.04634,
29771,RGI60-14.04635,
29772,RGI60-14.04636,
29773,RGI60-14.04637,
29774,RGI60-14.04638,
29775,RGI60-14.04639,
29776,RGI60-14.04640,
29777,RGI60-14.04641,
29778,RGI60-14.04642,
29779,RGI60-14.04643,
29780,RGI60-14.04644,
29781,RGI60-14.04645,
29782,RGI60-14.04646,
29783,RGI60-14.04647,
29784,RGI60-14.04648,
29785,RGI60-14.04649,
29786,RGI60-14.04650,
29787,RGI60-14.04651,
29788,RGI60-14.04652,
29789,RGI60-14.04653,
29790,RGI60-14.04654,
29791,RGI60-14.04655,
29792,RGI60-14.04656,
29793,RGI60-14.04657,
29794,RGI60-14.04658,
29795,RGI60-14.04659,
29796,RGI60-14.04660,
29797,RGI60-14.04661,
29798,RGI60-14.04662,
29799,RGI60-14.04663,
29800,RGI60-14.04664,
29801,RGI60-14.04665,
29802,RGI60-14.04666,
29803,RGI60-14.04667,
29804,RGI60-14.04668,
29805,RGI60-14.04669,
29806,RGI60-14.04670,
29807,RGI60-14.04671,
29808,RGI60-14.04672,
29809,RGI60-14.04673,
29810,RGI60-14.04674,
29811,RGI60-14.04675,
29812,RGI60-14.04676,
29813,RGI60-14.04677,
29814,RGI60-14.04678,
29815,RGI60-14.04679,
29816,RGI60-14.04680,
29817,RGI60-14.04681,
29818,RGI60-14.04682,
29819,RGI60-14.04683,
29820,RGI60-14.04684,
29821,RGI60-14.04685,
29822,RGI60-14.04686,
29823,RGI60-14.04687,
29824,RGI60-14.04688,
29825,RGI60-14.04689,
29826,RGI60-14.04690,
29827,RGI60-14.04691,
29828,RGI60-14.04692,
29829,RGI60-14.04693,
29830,RGI60-14.04694,
