,RGIId,Farinotti Mean Thickness
81712,RGI60-05.04196,
81713,RGI60-05.04197,
81714,RGI60-05.04198,
81715,RGI60-05.04199,
81716,RGI60-05.04200,
81717,RGI60-05.04201,
81718,RGI60-05.04202,
81719,RGI60-05.04203,
81720,RGI60-05.04204,
81721,RGI60-05.04205,
81722,RGI60-05.04206,
81723,RGI60-05.04207,
81724,RGI60-05.04208,
81725,RGI60-05.04209,
81726,RGI60-05.04210,
81727,RGI60-05.04211,
81728,RGI60-05.04212,
81729,RGI60-05.04213,
81730,RGI60-05.04214,
81731,RGI60-05.04215,
81732,RGI60-05.04216,
81733,RGI60-05.04217,
81734,RGI60-05.04218,
81735,RGI60-05.04219,
81736,RGI60-05.04220,
81737,RGI60-05.04221,
81738,RGI60-05.04222,
81739,RGI60-05.04223,
81740,RGI60-05.04224,
81741,RGI60-05.04225,
81742,RGI60-05.04226,
81743,RGI60-05.04227,
81744,RGI60-05.04228,
81745,RGI60-05.04229,
81746,RGI60-05.04230,
81747,RGI60-05.04231,
81748,RGI60-05.04232,
81749,RGI60-05.04233,
81750,RGI60-05.04234,
81751,RGI60-05.04235,
81752,RGI60-05.04236,
81753,RGI60-05.04237,
81754,RGI60-05.04238,
81755,RGI60-05.04239,
81756,RGI60-05.04240,
81757,RGI60-05.04241,
81758,RGI60-05.04242,
81759,RGI60-05.04243,
81760,RGI60-05.04244,
81761,RGI60-05.04245,
81762,RGI60-05.04246,
81763,RGI60-05.04247,
81764,RGI60-05.04248,
81765,RGI60-05.04249,
81766,RGI60-05.04250,
81767,RGI60-05.04251,
81768,RGI60-05.04252,
81769,RGI60-05.04253,
81770,RGI60-05.04254,
81771,RGI60-05.04255,
81772,RGI60-05.04256,
81773,RGI60-05.04257,
81774,RGI60-05.04258,
81775,RGI60-05.04259,
81776,RGI60-05.04260,
81777,RGI60-05.04261,
81778,RGI60-05.04262,
81779,RGI60-05.04263,
81780,RGI60-05.04264,
81781,RGI60-05.04265,
81782,RGI60-05.04266,
81783,RGI60-05.04267,
81784,RGI60-05.04268,
81785,RGI60-05.04269,
81786,RGI60-05.04270,
81787,RGI60-05.04271,
81788,RGI60-05.04272,
81789,RGI60-05.04273,
81790,RGI60-05.04274,
81791,RGI60-05.04275,
81792,RGI60-05.04276,
81793,RGI60-05.04277,
81794,RGI60-05.04278,
81795,RGI60-05.04279,
81796,RGI60-05.04280,
81797,RGI60-05.04281,
81798,RGI60-05.04282,
81799,RGI60-05.04283,
81800,RGI60-05.04284,
81801,RGI60-05.04285,
81802,RGI60-05.04286,
81803,RGI60-05.04287,
81804,RGI60-05.04288,
81805,RGI60-05.04289,
81806,RGI60-05.04290,
81807,RGI60-05.04291,
81808,RGI60-05.04292,
81809,RGI60-05.04293,
81810,RGI60-05.04294,
81811,RGI60-05.04295,
81812,RGI60-05.04296,
81813,RGI60-05.04297,
81814,RGI60-05.04298,
81815,RGI60-05.04299,
81816,RGI60-05.04300,
81817,RGI60-05.04301,
81818,RGI60-05.04302,
81819,RGI60-05.04303,
81820,RGI60-05.04304,
81821,RGI60-05.04305,
81822,RGI60-05.04306,
81823,RGI60-05.04307,
81824,RGI60-05.04308,
81825,RGI60-05.04309,
81826,RGI60-05.04310,
81827,RGI60-05.04311,
81828,RGI60-05.04312,
81829,RGI60-05.04313,
81830,RGI60-05.04314,
81831,RGI60-05.04315,
81832,RGI60-05.04316,
81833,RGI60-05.04317,
81834,RGI60-05.04318,
81835,RGI60-05.04319,
81836,RGI60-05.04320,
81837,RGI60-05.04321,
81838,RGI60-05.04322,
81839,RGI60-05.04323,
81840,RGI60-05.04324,
81841,RGI60-05.04325,
81842,RGI60-05.04326,
81843,RGI60-05.04327,
81844,RGI60-05.04328,
81845,RGI60-05.04329,
81846,RGI60-05.04330,
81847,RGI60-05.04331,
81848,RGI60-05.04332,
81849,RGI60-05.04333,
81850,RGI60-05.04334,
81851,RGI60-05.04335,
81852,RGI60-05.04336,
81853,RGI60-05.04337,
81854,RGI60-05.04338,
81855,RGI60-05.04339,
81856,RGI60-05.04340,
81857,RGI60-05.04341,
81858,RGI60-05.04342,
81859,RGI60-05.04343,
81860,RGI60-05.04344,
81861,RGI60-05.04345,
81862,RGI60-05.04346,
81863,RGI60-05.04347,
81864,RGI60-05.04348,
81865,RGI60-05.04349,
81866,RGI60-05.04350,
81867,RGI60-05.04351,
81868,RGI60-05.04352,
81869,RGI60-05.04353,
81870,RGI60-05.04354,
81871,RGI60-05.04355,
81872,RGI60-05.04356,
81873,RGI60-05.04357,
81874,RGI60-05.04358,
81875,RGI60-05.04359,
81876,RGI60-05.04360,
81877,RGI60-05.04361,
81878,RGI60-05.04362,
81879,RGI60-05.04363,
81880,RGI60-05.04364,
81881,RGI60-05.04365,
81882,RGI60-05.04366,
81883,RGI60-05.04367,
81884,RGI60-05.04368,
81885,RGI60-05.04369,
81886,RGI60-05.04370,
81887,RGI60-05.04371,
81888,RGI60-05.04372,
81889,RGI60-05.04373,
81890,RGI60-05.04374,
81891,RGI60-05.04375,
81892,RGI60-05.04376,
81893,RGI60-05.04377,
81894,RGI60-05.04378,
81895,RGI60-05.04379,
81896,RGI60-05.04380,
81897,RGI60-05.04381,
81898,RGI60-05.04382,
81899,RGI60-05.04383,
81900,RGI60-05.04384,
81901,RGI60-05.04385,
81902,RGI60-05.04386,
81903,RGI60-05.04387,
81904,RGI60-05.04388,
81905,RGI60-05.04389,
81906,RGI60-05.04390,
81907,RGI60-05.04391,
81908,RGI60-05.04392,
81909,RGI60-05.04393,
81910,RGI60-05.04394,
81911,RGI60-05.04395,
81912,RGI60-05.04396,
81913,RGI60-05.04397,
81914,RGI60-05.04398,
81915,RGI60-05.04399,
81916,RGI60-05.04400,
81917,RGI60-05.04401,
81918,RGI60-05.04402,
81919,RGI60-05.04403,
81920,RGI60-05.04404,
81921,RGI60-05.04405,
81922,RGI60-05.04406,
81923,RGI60-05.04407,
81924,RGI60-05.04408,
81925,RGI60-05.04409,
81926,RGI60-05.04410,
81927,RGI60-05.04411,
81928,RGI60-05.04412,
81929,RGI60-05.04413,
81930,RGI60-05.04414,
81931,RGI60-05.04415,
81932,RGI60-05.04416,
81933,RGI60-05.04417,
81934,RGI60-05.04418,
81935,RGI60-05.04419,
81936,RGI60-05.04420,
81937,RGI60-05.04421,
81938,RGI60-05.04422,
81939,RGI60-05.04423,
81940,RGI60-05.04424,
81941,RGI60-05.04425,
81942,RGI60-05.04426,
81943,RGI60-05.04427,
81944,RGI60-05.04428,
81945,RGI60-05.04429,
81946,RGI60-05.04430,
81947,RGI60-05.04431,
81948,RGI60-05.04432,
81949,RGI60-05.04433,
81950,RGI60-05.04434,
81951,RGI60-05.04435,
81952,RGI60-05.04436,
81953,RGI60-05.04437,
81954,RGI60-05.04438,
81955,RGI60-05.04439,
81956,RGI60-05.04440,
81957,RGI60-05.04441,
81958,RGI60-05.04442,
81959,RGI60-05.04443,
81960,RGI60-05.04444,
81961,RGI60-05.04445,
81962,RGI60-05.04446,
81963,RGI60-05.04447,
81964,RGI60-05.04448,
81965,RGI60-05.04449,
81966,RGI60-05.04450,
81967,RGI60-05.04451,
81968,RGI60-05.04452,
81969,RGI60-05.04453,
81970,RGI60-05.04454,
81971,RGI60-05.04455,
81972,RGI60-05.04456,
81973,RGI60-05.04457,
81974,RGI60-05.04458,
81975,RGI60-05.04459,
81976,RGI60-05.04460,
81977,RGI60-05.04461,
81978,RGI60-05.04462,
81979,RGI60-05.04463,
81980,RGI60-05.04464,
81981,RGI60-05.04465,
81982,RGI60-05.04466,
81983,RGI60-05.04467,
81984,RGI60-05.04468,
81985,RGI60-05.04469,
81986,RGI60-05.04470,
81987,RGI60-05.04471,
81988,RGI60-05.04472,
81989,RGI60-05.04473,
81990,RGI60-05.04474,
81991,RGI60-05.04475,
81992,RGI60-05.04476,
81993,RGI60-05.04477,
81994,RGI60-05.04478,
81995,RGI60-05.04479,
81996,RGI60-05.04480,
81997,RGI60-05.04481,
81998,RGI60-05.04482,
81999,RGI60-05.04483,
82000,RGI60-05.04484,
82001,RGI60-05.04485,
82002,RGI60-05.04486,
82003,RGI60-05.04487,
82004,RGI60-05.04488,
82005,RGI60-05.04489,
82006,RGI60-05.04490,
82007,RGI60-05.04491,
82008,RGI60-05.04492,
82009,RGI60-05.04493,
82010,RGI60-05.04494,
82011,RGI60-05.04495,
82012,RGI60-05.04496,
82013,RGI60-05.04497,
82014,RGI60-05.04498,
82015,RGI60-05.04499,
82016,RGI60-05.04500,
82017,RGI60-05.04501,
82018,RGI60-05.04502,
82019,RGI60-05.04503,
82020,RGI60-05.04504,
82021,RGI60-05.04505,
82022,RGI60-05.04506,
82023,RGI60-05.04507,
82024,RGI60-05.04508,
82025,RGI60-05.04509,
82026,RGI60-05.04510,
82027,RGI60-05.04511,
82028,RGI60-05.04512,
82029,RGI60-05.04513,
82030,RGI60-05.04514,
82031,RGI60-05.04515,
82032,RGI60-05.04516,
82033,RGI60-05.04517,
82034,RGI60-05.04518,
82035,RGI60-05.04519,
82036,RGI60-05.04520,
82037,RGI60-05.04521,
82038,RGI60-05.04522,
82039,RGI60-05.04523,
82040,RGI60-05.04524,
82041,RGI60-05.04525,
82042,RGI60-05.04526,
82043,RGI60-05.04527,
82044,RGI60-05.04528,
82045,RGI60-05.04529,
82046,RGI60-05.04530,
82047,RGI60-05.04531,
82048,RGI60-05.04532,
82049,RGI60-05.04533,
82050,RGI60-05.04534,
82051,RGI60-05.04535,
82052,RGI60-05.04536,
82053,RGI60-05.04537,
82054,RGI60-05.04538,
82055,RGI60-05.04539,
82056,RGI60-05.04540,
82057,RGI60-05.04541,
82058,RGI60-05.04542,
82059,RGI60-05.04543,
82060,RGI60-05.04544,
82061,RGI60-05.04545,
82062,RGI60-05.04546,
82063,RGI60-05.04547,
82064,RGI60-05.04548,
82065,RGI60-05.04549,
82066,RGI60-05.04550,
82067,RGI60-05.04551,
82068,RGI60-05.04552,
82069,RGI60-05.04553,
82070,RGI60-05.04554,
82071,RGI60-05.04555,
82072,RGI60-05.04556,
82073,RGI60-05.04557,
82074,RGI60-05.04558,
82075,RGI60-05.04559,
82076,RGI60-05.04560,
82077,RGI60-05.04561,
82078,RGI60-05.04562,
82079,RGI60-05.04563,
82080,RGI60-05.04564,
82081,RGI60-05.04565,
82082,RGI60-05.04566,
82083,RGI60-05.04567,
82084,RGI60-05.04568,
82085,RGI60-05.04569,
82086,RGI60-05.04570,
82087,RGI60-05.04571,
82088,RGI60-05.04572,
82089,RGI60-05.04573,
82090,RGI60-05.04574,
82091,RGI60-05.04575,
82092,RGI60-05.04576,
82093,RGI60-05.04577,
82094,RGI60-05.04578,
82095,RGI60-05.04579,
82096,RGI60-05.04580,
82097,RGI60-05.04581,
82098,RGI60-05.04582,
82099,RGI60-05.04583,
82100,RGI60-05.04584,
82101,RGI60-05.04585,
82102,RGI60-05.04586,
82103,RGI60-05.04587,
82104,RGI60-05.04588,
82105,RGI60-05.04589,
82106,RGI60-05.04590,
82107,RGI60-05.04591,
82108,RGI60-05.04592,
82109,RGI60-05.04593,
82110,RGI60-05.04594,
82111,RGI60-05.04595,
82112,RGI60-05.04596,
82113,RGI60-05.04597,
82114,RGI60-05.04598,
82115,RGI60-05.04599,
82116,RGI60-05.04600,
82117,RGI60-05.04601,
82118,RGI60-05.04602,
82119,RGI60-05.04603,
82120,RGI60-05.04604,
82121,RGI60-05.04605,
82122,RGI60-05.04606,
82123,RGI60-05.04607,
82124,RGI60-05.04608,
82125,RGI60-05.04609,
82126,RGI60-05.04610,
82127,RGI60-05.04611,
82128,RGI60-05.04612,
82129,RGI60-05.04613,
82130,RGI60-05.04614,
82131,RGI60-05.04615,
82132,RGI60-05.04616,
82133,RGI60-05.04617,
82134,RGI60-05.04618,
82135,RGI60-05.04619,
82136,RGI60-05.04620,
82137,RGI60-05.04621,
82138,RGI60-05.04622,
82139,RGI60-05.04623,
82140,RGI60-05.04624,
82141,RGI60-05.04625,
82142,RGI60-05.04626,
82143,RGI60-05.04627,
82144,RGI60-05.04628,
82145,RGI60-05.04629,
82146,RGI60-05.04630,
82147,RGI60-05.04631,
82148,RGI60-05.04632,
82149,RGI60-05.04633,
82150,RGI60-05.04634,
82151,RGI60-05.04635,
82152,RGI60-05.04636,
82153,RGI60-05.04637,
82154,RGI60-05.04638,
82155,RGI60-05.04639,
82156,RGI60-05.04640,
82157,RGI60-05.04641,
82158,RGI60-05.04642,
82159,RGI60-05.04643,
82160,RGI60-05.04644,
82161,RGI60-05.04645,
82162,RGI60-05.04646,
82163,RGI60-05.04647,
82164,RGI60-05.04648,
82165,RGI60-05.04649,
82166,RGI60-05.04650,
82167,RGI60-05.04651,
82168,RGI60-05.04652,
82169,RGI60-05.04653,
82170,RGI60-05.04654,
82171,RGI60-05.04655,
82172,RGI60-05.04656,
82173,RGI60-05.04657,
82174,RGI60-05.04658,
82175,RGI60-05.04659,
82176,RGI60-05.04660,
82177,RGI60-05.04661,
82178,RGI60-05.04662,
82179,RGI60-05.04663,
82180,RGI60-05.04664,
82181,RGI60-05.04665,
82182,RGI60-05.04666,
82183,RGI60-05.04667,
82184,RGI60-05.04668,
82185,RGI60-05.04669,
82186,RGI60-05.04670,
82187,RGI60-05.04671,
82188,RGI60-05.04672,
82189,RGI60-05.04673,
82190,RGI60-05.04674,
82191,RGI60-05.04675,
82192,RGI60-05.04676,
82193,RGI60-05.04677,
82194,RGI60-05.04678,
82195,RGI60-05.04679,
82196,RGI60-05.04680,
82197,RGI60-05.04681,
82198,RGI60-05.04682,
82199,RGI60-05.04683,
82200,RGI60-05.04684,
82201,RGI60-05.04685,
82202,RGI60-05.04686,
82203,RGI60-05.04687,
82204,RGI60-05.04688,
82205,RGI60-05.04689,
82206,RGI60-05.04690,
82207,RGI60-05.04691,
82208,RGI60-05.04692,
82209,RGI60-05.04693,
82210,RGI60-05.04694,
82211,RGI60-05.04695,
82212,RGI60-05.04696,
82213,RGI60-05.04697,
82214,RGI60-05.04698,
82215,RGI60-05.04699,
82216,RGI60-05.04700,
82217,RGI60-05.04701,
82218,RGI60-05.04702,
82219,RGI60-05.04703,
82220,RGI60-05.04704,
82221,RGI60-05.04705,
82222,RGI60-05.04706,
82223,RGI60-05.04707,
82224,RGI60-05.04708,
82225,RGI60-05.04709,
82226,RGI60-05.04710,
82227,RGI60-05.04711,
82228,RGI60-05.04712,
82229,RGI60-05.04713,
82230,RGI60-05.04714,
82231,RGI60-05.04715,
82232,RGI60-05.04716,
82233,RGI60-05.04717,
82234,RGI60-05.04718,
82235,RGI60-05.04719,
82236,RGI60-05.04720,
82237,RGI60-05.04721,
82238,RGI60-05.04722,
82239,RGI60-05.04723,
82240,RGI60-05.04724,
82241,RGI60-05.04725,
82242,RGI60-05.04726,
82243,RGI60-05.04727,
82244,RGI60-05.04728,
82245,RGI60-05.04729,
82246,RGI60-05.04730,
82247,RGI60-05.04731,
82248,RGI60-05.04732,
82249,RGI60-05.04733,
82250,RGI60-05.04734,
82251,RGI60-05.04735,
82252,RGI60-05.04736,
82253,RGI60-05.04737,
82254,RGI60-05.04738,
82255,RGI60-05.04739,
82256,RGI60-05.04740,
82257,RGI60-05.04741,
82258,RGI60-05.04742,
82259,RGI60-05.04743,
82260,RGI60-05.04744,
82261,RGI60-05.04745,
82262,RGI60-05.04746,
82263,RGI60-05.04747,
82264,RGI60-05.04748,
82265,RGI60-05.04749,
82266,RGI60-05.04750,
82267,RGI60-05.04751,
82268,RGI60-05.04752,
82269,RGI60-05.04753,
82270,RGI60-05.04754,
82271,RGI60-05.04755,
82272,RGI60-05.04756,
82273,RGI60-05.04757,
82274,RGI60-05.04758,
82275,RGI60-05.04759,
82276,RGI60-05.04760,
82277,RGI60-05.04761,
82278,RGI60-05.04762,
82279,RGI60-05.04763,
82280,RGI60-05.04764,
82281,RGI60-05.04765,
82282,RGI60-05.04766,
82283,RGI60-05.04767,
82284,RGI60-05.04768,
82285,RGI60-05.04769,
82286,RGI60-05.04770,
82287,RGI60-05.04771,
82288,RGI60-05.04772,
82289,RGI60-05.04773,
82290,RGI60-05.04774,
82291,RGI60-05.04775,
82292,RGI60-05.04776,
82293,RGI60-05.04777,
82294,RGI60-05.04778,
82295,RGI60-05.04779,
82296,RGI60-05.04780,
82297,RGI60-05.04781,
82298,RGI60-05.04782,
82299,RGI60-05.04783,
82300,RGI60-05.04784,
82301,RGI60-05.04785,
82302,RGI60-05.04786,
82303,RGI60-05.04787,
82304,RGI60-05.04788,
82305,RGI60-05.04789,
82306,RGI60-05.04790,
82307,RGI60-05.04791,
82308,RGI60-05.04792,
82309,RGI60-05.04793,
82310,RGI60-05.04794,
82311,RGI60-05.04795,
82312,RGI60-05.04796,
82313,RGI60-05.04797,
82314,RGI60-05.04798,
82315,RGI60-05.04799,
82316,RGI60-05.04800,
82317,RGI60-05.04801,
82318,RGI60-05.04802,
82319,RGI60-05.04803,
82320,RGI60-05.04804,
82321,RGI60-05.04805,
82322,RGI60-05.04806,
82323,RGI60-05.04807,
82324,RGI60-05.04808,
82325,RGI60-05.04809,
82326,RGI60-05.04810,
82327,RGI60-05.04811,
82328,RGI60-05.04812,
82329,RGI60-05.04813,
82330,RGI60-05.04814,
82331,RGI60-05.04815,
82332,RGI60-05.04816,
82333,RGI60-05.04817,
82334,RGI60-05.04818,
82335,RGI60-05.04819,
82336,RGI60-05.04820,
82337,RGI60-05.04821,
82338,RGI60-05.04822,
82339,RGI60-05.04823,
82340,RGI60-05.04824,
82341,RGI60-05.04825,
82342,RGI60-05.04826,
82343,RGI60-05.04827,
82344,RGI60-05.04828,
82345,RGI60-05.04829,
82346,RGI60-05.04830,
82347,RGI60-05.04831,
82348,RGI60-05.04832,
82349,RGI60-05.04833,
82350,RGI60-05.04834,
82351,RGI60-05.04835,
82352,RGI60-05.04836,
82353,RGI60-05.04837,
82354,RGI60-05.04838,
82355,RGI60-05.04839,
82356,RGI60-05.04840,
82357,RGI60-05.04841,
82358,RGI60-05.04842,
82359,RGI60-05.04843,
82360,RGI60-05.04844,
82361,RGI60-05.04845,
82362,RGI60-05.04846,
82363,RGI60-05.04847,
82364,RGI60-05.04848,
82365,RGI60-05.04849,
82366,RGI60-05.04850,
82367,RGI60-05.04851,
82368,RGI60-05.04852,
82369,RGI60-05.04853,
82370,RGI60-05.04854,
82371,RGI60-05.04855,
82372,RGI60-05.04856,
82373,RGI60-05.04857,
82374,RGI60-05.04858,
82375,RGI60-05.04859,
82376,RGI60-05.04860,
82377,RGI60-05.04861,
82378,RGI60-05.04862,
82379,RGI60-05.04863,
82380,RGI60-05.04864,
82381,RGI60-05.04865,
82382,RGI60-05.04866,
82383,RGI60-05.04867,
82384,RGI60-05.04868,
82385,RGI60-05.04869,
82386,RGI60-05.04870,
82387,RGI60-05.04871,
82388,RGI60-05.04872,
82389,RGI60-05.04873,
82390,RGI60-05.04874,
82391,RGI60-05.04875,
82392,RGI60-05.04876,
82393,RGI60-05.04877,
82394,RGI60-05.04878,
82395,RGI60-05.04879,
82396,RGI60-05.04880,
82397,RGI60-05.04881,
82398,RGI60-05.04882,
82399,RGI60-05.04883,
82400,RGI60-05.04884,
82401,RGI60-05.04885,
82402,RGI60-05.04886,
82403,RGI60-05.04887,
82404,RGI60-05.04888,
82405,RGI60-05.04889,
82406,RGI60-05.04890,
82407,RGI60-05.04891,
82408,RGI60-05.04892,
82409,RGI60-05.04893,
82410,RGI60-05.04894,
82411,RGI60-05.04895,
82412,RGI60-05.04896,
82413,RGI60-05.04897,
82414,RGI60-05.04898,
82415,RGI60-05.04899,
82416,RGI60-05.04900,
82417,RGI60-05.04901,
82418,RGI60-05.04902,
82419,RGI60-05.04903,
82420,RGI60-05.04904,
82421,RGI60-05.04905,
82422,RGI60-05.04906,
82423,RGI60-05.04907,
82424,RGI60-05.04908,
82425,RGI60-05.04909,
82426,RGI60-05.04910,
82427,RGI60-05.04911,
82428,RGI60-05.04912,
82429,RGI60-05.04913,
82430,RGI60-05.04914,
82431,RGI60-05.04915,
82432,RGI60-05.04916,
82433,RGI60-05.04917,
82434,RGI60-05.04918,
82435,RGI60-05.04919,
82436,RGI60-05.04920,
82437,RGI60-05.04921,
82438,RGI60-05.04922,
82439,RGI60-05.04923,
82440,RGI60-05.04924,
82441,RGI60-05.04925,
82442,RGI60-05.04926,
82443,RGI60-05.04927,
82444,RGI60-05.04928,
82445,RGI60-05.04929,
82446,RGI60-05.04930,
82447,RGI60-05.04931,
82448,RGI60-05.04932,
82449,RGI60-05.04933,
82450,RGI60-05.04934,
82451,RGI60-05.04935,
82452,RGI60-05.04936,
82453,RGI60-05.04937,
82454,RGI60-05.04938,
82455,RGI60-05.04939,
82456,RGI60-05.04940,
82457,RGI60-05.04941,
82458,RGI60-05.04942,
82459,RGI60-05.04943,
82460,RGI60-05.04944,
82461,RGI60-05.04945,
82462,RGI60-05.04946,
82463,RGI60-05.04947,
82464,RGI60-05.04948,
82465,RGI60-05.04949,
82466,RGI60-05.04950,
82467,RGI60-05.04951,
82468,RGI60-05.04952,
82469,RGI60-05.04953,
82470,RGI60-05.04954,
82471,RGI60-05.04955,
82472,RGI60-05.04956,
82473,RGI60-05.04957,
82474,RGI60-05.04958,
82475,RGI60-05.04959,
82476,RGI60-05.04960,
82477,RGI60-05.04961,
82478,RGI60-05.04962,
82479,RGI60-05.04963,
82480,RGI60-05.04964,
82481,RGI60-05.04965,
82482,RGI60-05.04966,
82483,RGI60-05.04967,
82484,RGI60-05.04968,
82485,RGI60-05.04969,
82486,RGI60-05.04970,
82487,RGI60-05.04971,
82488,RGI60-05.04972,
82489,RGI60-05.04973,
82490,RGI60-05.04974,
82491,RGI60-05.04975,
82492,RGI60-05.04976,
82493,RGI60-05.04977,
82494,RGI60-05.04978,
82495,RGI60-05.04979,
82496,RGI60-05.04980,
82497,RGI60-05.04981,
82498,RGI60-05.04982,
82499,RGI60-05.04983,
82500,RGI60-05.04984,
82501,RGI60-05.04985,
82502,RGI60-05.04986,
82503,RGI60-05.04987,
82504,RGI60-05.04988,
82505,RGI60-05.04989,
82506,RGI60-05.04990,
82507,RGI60-05.04991,
82508,RGI60-05.04992,
82509,RGI60-05.04993,
82510,RGI60-05.04994,
82511,RGI60-05.04995,
82512,RGI60-05.04996,
82513,RGI60-05.04997,
82514,RGI60-05.04998,
82515,RGI60-05.04999,
82516,RGI60-05.05000,
82517,RGI60-05.05001,
82518,RGI60-05.05002,
82519,RGI60-05.05003,
82520,RGI60-05.05004,
82521,RGI60-05.05005,
82522,RGI60-05.05006,
82523,RGI60-05.05007,
82524,RGI60-05.05008,
82525,RGI60-05.05009,
82526,RGI60-05.05010,
82527,RGI60-05.05011,
82528,RGI60-05.05012,
82529,RGI60-05.05013,
82530,RGI60-05.05014,
82531,RGI60-05.05015,
82532,RGI60-05.05016,
82533,RGI60-05.05017,
82534,RGI60-05.05018,
82535,RGI60-05.05019,
82536,RGI60-05.05020,
82537,RGI60-05.05021,
82538,RGI60-05.05022,
82539,RGI60-05.05023,
82540,RGI60-05.05024,
82541,RGI60-05.05025,
82542,RGI60-05.05026,
82543,RGI60-05.05027,
82544,RGI60-05.05028,
82545,RGI60-05.05029,
82546,RGI60-05.05030,
82547,RGI60-05.05031,
82548,RGI60-05.05032,
82549,RGI60-05.05033,
82550,RGI60-05.05034,
82551,RGI60-05.05035,
82552,RGI60-05.05036,
82553,RGI60-05.05037,
82554,RGI60-05.05038,
82555,RGI60-05.05039,
82556,RGI60-05.05040,
82557,RGI60-05.05041,
82558,RGI60-05.05042,
82559,RGI60-05.05043,
82560,RGI60-05.05044,
82561,RGI60-05.05045,
82562,RGI60-05.05046,
82563,RGI60-05.05047,
82564,RGI60-05.05048,
82565,RGI60-05.05049,
82566,RGI60-05.05050,
82567,RGI60-05.05051,
82568,RGI60-05.05052,
82569,RGI60-05.05053,
82570,RGI60-05.05054,
82571,RGI60-05.05055,
82572,RGI60-05.05056,
82573,RGI60-05.05057,
82574,RGI60-05.05058,
82575,RGI60-05.05059,
82576,RGI60-05.05060,
82577,RGI60-05.05061,
82578,RGI60-05.05062,
82579,RGI60-05.05063,
82580,RGI60-05.05064,
82581,RGI60-05.05065,
82582,RGI60-05.05066,
82583,RGI60-05.05067,
82584,RGI60-05.05068,
82585,RGI60-05.05069,
82586,RGI60-05.05070,
82587,RGI60-05.05071,
82588,RGI60-05.05072,
82589,RGI60-05.05073,
82590,RGI60-05.05074,
82591,RGI60-05.05075,
82592,RGI60-05.05076,
82593,RGI60-05.05077,
82594,RGI60-05.05078,
82595,RGI60-05.05079,
82596,RGI60-05.05080,
82597,RGI60-05.05081,
82598,RGI60-05.05082,
82599,RGI60-05.05083,
82600,RGI60-05.05084,
82601,RGI60-05.05085,
82602,RGI60-05.05086,
82603,RGI60-05.05087,
82604,RGI60-05.05088,
82605,RGI60-05.05089,
82606,RGI60-05.05090,
82607,RGI60-05.05091,
82608,RGI60-05.05092,
82609,RGI60-05.05093,
82610,RGI60-05.05094,
82611,RGI60-05.05095,
82612,RGI60-05.05096,
82613,RGI60-05.05097,
82614,RGI60-05.05098,
82615,RGI60-05.05099,
82616,RGI60-05.05100,
82617,RGI60-05.05101,
82618,RGI60-05.05102,
82619,RGI60-05.05103,
82620,RGI60-05.05104,
82621,RGI60-05.05105,
82622,RGI60-05.05106,
82623,RGI60-05.05107,
82624,RGI60-05.05108,
82625,RGI60-05.05109,
82626,RGI60-05.05110,
82627,RGI60-05.05111,
82628,RGI60-05.05112,
82629,RGI60-05.05113,
82630,RGI60-05.05114,
82631,RGI60-05.05115,
82632,RGI60-05.05116,
82633,RGI60-05.05117,
82634,RGI60-05.05118,
82635,RGI60-05.05119,
82636,RGI60-05.05120,
82637,RGI60-05.05121,
82638,RGI60-05.05122,
82639,RGI60-05.05123,
82640,RGI60-05.05124,
82641,RGI60-05.05125,
82642,RGI60-05.05126,
82643,RGI60-05.05127,
82644,RGI60-05.05128,
82645,RGI60-05.05129,
82646,RGI60-05.05130,
82647,RGI60-05.05131,
82648,RGI60-05.05132,
82649,RGI60-05.05133,
82650,RGI60-05.05134,
82651,RGI60-05.05135,
82652,RGI60-05.05136,
82653,RGI60-05.05137,
82654,RGI60-05.05138,
82655,RGI60-05.05139,
82656,RGI60-05.05140,
82657,RGI60-05.05141,
82658,RGI60-05.05142,
82659,RGI60-05.05143,
82660,RGI60-05.05144,
82661,RGI60-05.05145,
82662,RGI60-05.05146,
82663,RGI60-05.05147,
82664,RGI60-05.05148,
82665,RGI60-05.05149,
82666,RGI60-05.05150,
82667,RGI60-05.05151,
82668,RGI60-05.05152,
82669,RGI60-05.05153,
82670,RGI60-05.05154,
82671,RGI60-05.05155,
82672,RGI60-05.05156,
82673,RGI60-05.05157,
82674,RGI60-05.05158,
82675,RGI60-05.05159,
82676,RGI60-05.05160,
82677,RGI60-05.05161,
82678,RGI60-05.05162,
82679,RGI60-05.05163,
82680,RGI60-05.05164,
82681,RGI60-05.05165,
82682,RGI60-05.05166,
82683,RGI60-05.05167,
82684,RGI60-05.05168,
82685,RGI60-05.05169,
82686,RGI60-05.05170,
82687,RGI60-05.05171,
82688,RGI60-05.05172,
82689,RGI60-05.05173,
82690,RGI60-05.05174,
82691,RGI60-05.05175,
82692,RGI60-05.05176,
82693,RGI60-05.05177,
82694,RGI60-05.05178,
82695,RGI60-05.05179,
82696,RGI60-05.05180,
82697,RGI60-05.05181,
82698,RGI60-05.05182,
82699,RGI60-05.05183,
82700,RGI60-05.05184,
82701,RGI60-05.05185,
82702,RGI60-05.05186,
82703,RGI60-05.05187,
82704,RGI60-05.05188,
82705,RGI60-05.05189,
82706,RGI60-05.05190,
82707,RGI60-05.05191,
82708,RGI60-05.05192,
82709,RGI60-05.05193,
